Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Teriyaki Marinade Recipe ;197;https://images.media-allrecipes.com/userphotos/560x315/1017641.jpg;Mary Savard;10 m;X;10 m;soy sauce,water,white sugar,worcestershire sauce,vinegar,vegetable oil,onion,garlic,ginger;In a medium bowl, mix the soy sauce, water, sugar, Worcestershire sauce, vinegar, oil, onions, garlic powder, and ginger. Stir together until sugar dissolves. Voila - marinade!**;15789
Tomato Pie I Recipe ;212;https://images.media-allrecipes.com/userphotos/560x315/721299.jpg;Donnak;X;X;X;pie,tomato,basil,green onion,bacon,garlic,oregano,red pepper,cheddar,mayonnaise;Preheat oven to 375 degrees F (190 degrees C).**In alternating layers, fill pastry shell with tomatoes, basil, scallions, bacon, garlic powder, oregano, and red pepper. In a small bowl, mix cheese with mayonnaise. Spread mixture over top of pie. Cover loosely with aluminum foil.**Bake in preheated oven for 30 minutes. Remove foil from top of pie and bake an additional 30 minutes. Serve warm or cold.**;15807
Carrot Pineapple Cake I Recipe ;466;https://images.media-allrecipes.com/userphotos/560x315/4467811.jpg;Linda;30 m;45 m;1 h 15 m;flour,baking soda,baking powder,salt,cinnamon,white sugar,vegetable oil,egg,vanilla,carrot,coconut,walnut,pineapple,cream cheese,butter,sugar;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.**Mix flour, baking soda, baking powder, salt and cinnamon.  Make a well in the center and add sugar, oil, eggs and vanilla.  Mix with wooden spoon until smooth.  Stir in carrots, coconut, walnuts and pineapple.**Pour into 9x13 inch pan. Bake at 350 degrees for about 45 minutes.  Don''t panic, the center will sink a little. Allow to cool.**To make the frosting: Cream the butter and cream cheese until smooth. Add the confectioners sugar and beat until creamy.**';15810
'Aunt Teen''s Creamy Chocolate Fudge Recipe ';1k;https://images.media-allrecipes.com/userphotos/560x315/4104013.jpg;Kelly Phillips;10 m;20 m;30 m;marshmallow,white sugar,milk,butter,salt,chocolate,chocolate,nut,vanilla;Line an 8x8 inch pan with aluminum foil. Set aside.**In a large saucepan over medium heat, combine marshmallow cream, sugar, evaporated milk, butter and salt. Bring to a full boil, and cook for 5 minutes, stirring constantly.**Remove from heat and pour in semisweet chocolate chips and milk chocolate chips. Stir until chocolate is melted and mixture is smooth. Stir in nuts and vanilla. Pour into prepared pan. Chill in refrigerator for 2 hours, or until firm.**;15821
Mini Cheesecakes Recipe ;378;https://images.media-allrecipes.com/userphotos/560x315/3538552.jpg;Ginny;25 m;15 m;1 h 40 m;vanilla,cream cheese,egg,lemon juice,white sugar,cherry;Preheat oven to 350 degrees F (175 degrees C).**Line muffin tins with 12 paper baking cups. Place a vanilla wafer in each one.**In a medium mixing bowl beat cream cheese until fluffy. Add eggs, lemon juice, and sugar. Beat until smooth and thoroughly combined.**Fill each baking cup 2/3 full with cream cheese mixture.**Bake in preheated oven for 15 to 17 minutes. Cool on a rack. Top with fruit pie filling. Pipe whipped cream or sweetened cream cheese into a rosette on top of each cheesecake just prior to serving, if desired.**;15823
Strawberry Pie II Recipe ;874;https://images.media-allrecipes.com/userphotos/560x315/401339.jpg;OKBEE;X;X;X;bake,strawberry,white sugar,cornstarch,water,whipping cream;Arrange half of strawberries in baked pastry shell. Mash remaining berries and combine with sugar in a medium saucepan. Place saucepan over medium heat and bring to a boil, stirring frequently.**In a small bowl, whisk together cornstarch and water. Gradually stir cornstarch mixture into boiling strawberry mixture. Reduce heat and simmer mixture until thickened, about 10 minutes, stirring constantly. Pour mixture over berries in pastry shell. Chill for several hours before serving. In a small bowl, whip cream until soft peaks form. Serve each slice of pie with a dollop of whipped cream.**;15836
Chicken Tortilla Soup V Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/328329.jpg;Betty;X;X;X;chicken,olive,garlic,cumin,chicken broth,corn,onion,chili,lemon juice,salsa,tortillas,monterey jack;In a large pot over medium heat, cook and stir chicken in the oil for 5 minutes. Add the garlic and cumin and mix well. Then add the broth, corn, onion, chili powder, lemon juice, and salsa. Reduce heat to low and simmer for about 20 to 30 minutes.**Break up some tortilla chips into individual bowls and pour soup over chips. Top with the Monterey Jack cheese and a little sour cream.**;15840
Cream Puffs Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/654778.jpg;Shellie Wendel;30 m;25 m;55 m;vanilla,cream,milk,butter,water,salt,flour,egg;Mix together vanilla instant pudding mix, cream and milk. Cover and refrigerate to set.**Preheat oven to 425 degrees F (220 degrees C).**In a large pot, bring water and butter to a rolling boil. Stir in flour and salt until the mixture forms a ball. Transfer the dough to a large mixing bowl. Using a wooden spoon or stand mixer, beat in the eggs one at a time, mixing well after each. Drop by tablespoonfuls onto an ungreased baking sheet.**Bake for 20 to 25 minutes in the preheated oven,  until golden brown. Centers should be dry.**When the shells are cool, either split and fill them with the pudding mixture, or use a pastry bag to pipe the pudding into the shells.**;15869
Key Lime Pie VII Recipe ;2k;https://images.media-allrecipes.com/userphotos/560x315/4543755.jpg;ANNRICHARDSON;15 m;8 m;55 m;ham,milk,sour cream,lime juice,lime;Preheat oven to 350 degrees F (175 degrees C).**In a medium bowl, combine condensed milk, sour cream, lime juice, and lime rind. Mix well and pour into graham cracker crust.**Bake in preheated oven for 5 to 8 minutes, until tiny pinhole bubbles burst on the surface of pie. DO NOT BROWN! Chill pie thoroughly before serving. Garnish with lime slices and whipped cream if desired.**;15880
'Sunday''s Apple Pie Recipe ';172;https://images.media-allrecipes.com/userphotos/560x315/762929.jpg;Donna;45 m;50 m;1 h 35 m;pastry,apple,white sugar,cinnamon,flour,butter;Preheat oven to 350 degrees F (175 degrees C). Place a baking sheet on an oven rack.**Place sliced apples in a large bowl. In a small bowl, combine sugar, cinnamon, and flour. Stir well and pour mixture over apples. Cut half of butter into small pieces and add to apples. Toss apples until thoroughly coated.**Roll out pastry to fit an 8- or 9-inch pie plate. Roll out top crust and set aside. Pour apples into pastry-lined pie pan.**Dot apples with remaining butter. Place second pastry on top. Seal edges and cut steam vents in top crust.**Bake in preheated oven on the baking sheet until apple filling is bubbly and crust is golden brown, 50 minutes to 1 hour.**;15902
Caramel Apple Pie II Recipe ;276;https://images.media-allrecipes.com/userphotos/560x315/638658.jpg;Emtmom;X;X;X;pastry,brown sugar,butter,flour,apple,white sugar,flour,cinnamon,lemon juice,caramel,milk;Preheat oven to 375 degrees F (190 degrees C).**To Make Taffy: In a small bowl combine brown sugar, melted butter or margarine, and 1/3 cup flour. Mix well and set aside.**To Make Apple Filling: Place apples in a large bowl. Add white sugar, 3 tablespoons flour, cinnamon, and lemon juice. Toss until all ingredients are mixed well and apples are thoroughly coated.**Spoon half of apple filling into pastry-lined deep-dish pan. Top with half of caramels and half of taffy mixture. Repeat process with remaining apple filling, caramels and taffy mixture. Place top pastry over filling and seal well (this is very important--if edges are not sealed, caramel will leak out all over). Cut steam vents and brush top crust with milk or light cream.**Cover pie with foil and place on a baking sheet. Bake in preheated oven for 25 minutes. Remove foil from pie and bake for another 20 to 25 minutes, until crust is golden. Serve warm.**;15908
Fudge Truffle Cheesecake Recipe ;345;https://images.media-allrecipes.com/userphotos/560x315/769177.jpg;macs;30 m;1 h;5 h;vanilla,sugar,cocoa powder,butter,chocolate,cream cheese,milk,egg,vanilla;'Preheat oven to 300 degrees F (150 degrees C).**In a large mixing bowl, mix together crushed vanilla wafers, confectioners'' sugar, cocoa, and butter by hand. Press ingredients into a 9-inch springform pan.**In the top of a double boiler, melt the chocolate chips, making sure that they are very smooth.**In a large bowl, beat cream cheese until fluffy with an electric mixer. Gradually beat in condensed milk until smooth. Mix in melted chocolate, eggs, and vanilla. Beat with electric mixer on low speed until the ingredients are thoroughly blended. Pour the filling into the prepared crust.**Bake at 300 degrees F (150 degrees C) for 55 minutes. The cake will seem underbaked in the center, but will continue to cook after you remove it from the oven.**Allow to cool to room temperature, then refrigerate for several hours before serving.**';15917
Melt In Your Mouth Toffee Recipe ;204;https://images.media-allrecipes.com/userphotos/560x315/790289.jpg;Ruth Denton;10 m;20 m;1 h;butter,white sugar,brown sugar,walnut,chocolate;In a heavy saucepan, combine butter, white sugar, and brown sugar. Cook over medium heat, stirring constantly until mixture boils. Boil to brittle stage, 300 degrees F (150 degrees C) without stirring. Remove from heat.**Pour nuts and chocolate chips into a 9x13 inch dish. Pour hot mixture over the nuts and chocolate. Let the mixture cool and break it into pieces before serving.**;15921
Creamy Au Gratin Potatoes Recipe ;3k;https://images.media-allrecipes.com/userphotos/560x315/738814.jpg;CathyM;30 m;1 h 30 m;2 h;potato,onion,pepper,butter,flour,salt,milk,cheddar;Preheat oven to 400 degrees F (200 degrees C). Butter a 1 quart casserole dish.**Layer 1/2 of the potatoes into bottom of the prepared casserole dish. Top with the onion slices, and add the remaining potatoes. Season with salt and pepper to taste.**In a medium-size saucepan, melt butter over medium heat. Mix in the flour and salt, and stir constantly with a whisk for one minute. Stir in milk. Cook until mixture has thickened. Stir in cheese all at once, and continue stirring until melted, about 30 to 60 seconds. Pour cheese over the potatoes, and cover the dish with aluminum foil.**Bake 1 1/2 hours in the preheated oven.**;15925
Beer Cheese Soup III Recipe ;148;https://images.media-allrecipes.com/userphotos/560x315/5130371.jpg;NFGRUPE;20 m;40 m;1 h;chicken,beer,water,potato,celery,carrot,onion,cauliflower,chicken,cheese;In a large pot over medium high heat, dissolve the bouillon in the beer and water. Add the potatoes, celery, carrots and onion, mix well and allow to cook for 15 to 20 minutes.**Stir in the cauliflower and broccoli mix, and heat for 10 more minutes. Finally, add the condensed chicken soup and the cheese. Reduce heat to low and allow the cheese to melt, stirring often.**;15930
'Hoppin'' John Recipe ';183;https://images.media-allrecipes.com/userphotos/560x315/4297784.jpg;Daisy;15 m;2 h;2 h 15 m;pea,ham,onion,red pepper,pepper,water,grains,cheddar;In a large pan place the peas, ham hock, onion, red pepper, salt and pepper. Cover with water and bring to a boil. Reduce heat to medium-low and cook for 1 1/2 hours.**Remove ham hock and cut meat into pieces. Return meat to pot. Stir in the rice, cover and cook until rice is tender, about 20 to 25 minutes. Season to taste with salt and pepper. Sprinkle shredded cheese over top, if desired. Serve**;15931
Holiday Dressing Recipe ;239;https://images.media-allrecipes.com/userphotos/560x315/738891.jpg;Louise;20 m;2 h;2 h 45 m;bread,butter,onion,bell pepper,celery,sausage,bread,sage,thyme,poultry,salt,black pepper,parsley,egg,chicken;Prepare corn bread as directed on package. Cool, and crumble.**Melt butter in a large skillet over medium heat. Cook onions, bell pepper, and celery in butter until tender, but not brown. In another pan, cook sausage over medium-high heat until evenly browned.**Place corn bread and bread slices in a food processor. Pulse until they turn into a crumbly mixture. Transfer mixture to a large bowl. Season with sage, thyme, poultry seasoning, salt, and pepper. Mix in chopped parsley, cooked vegetables, and sausage with drippings. Stir in eggs and chicken stock. This mixture should be a bit mushy. Transfer to a greased 9x13 inch pan.**Bake at 325 degrees F (165 degrees C) for 1 hour.**;15933
Canned Apple Pie Filling Recipe ;293;https://images.media-allrecipes.com/userphotos/250x250/46396.jpg;rhonda;X;X;X;white sugar,cornstarch,cinnamon,nutmeg,salt,water,lemon juice,food coloring,apple;in a large pan, mix sugar, cornstarch, cinnamon and nutmeg. Add salt and water and mix well. Bring to a boil and cook until thick and bubbly. Remove from heat and add lemon juice and food coloring.**Sterilize canning jars, lids and rings by boiling them in a large pot of water.**Peel, core, and slice apples. Pack the sliced apples into hot canning jars, leaving a 1/2 inch headspace.**Fill jars with hot syrup, and gently remove air bubbles with a knife.**Put lids on and process in a water bath canner for 20 minutes.**;15942
Old Fashioned Paradise Pumpkin Pie Recipe ;133;https://images.media-allrecipes.com/userphotos/250x250/27351.jpg;MARBALET;30 m;1 h;2 h;pie,cream cheese,white sugar,vanilla,egg,pumpkin,milk,egg,brown sugar,white sugar,cinnamon,nutmeg,salt,flour,brown sugar,butter,pecan;Preheat oven to 350 degrees F (175 degrees C).**To Make Cheesecake Layer: In a medium mixing bowl, beat cream cheese until smooth. Beat in 1/4 cup sugar, then add vanilla extract and 1 egg. Beat mixture until light and smooth. Chill mixture for 30 minutes, then spread into pastry shell.**To Make Pumpkin Layer: In a large bowl, combine pumpkin puree, evaporated milk, 2 eggs, 1/4 cup brown sugar, 1/4 cup white sugar, cinnamon, nutmeg, and salt. Mix until all ingredients are thoroughly combined.**Pour pumpkin mixture over cream cheese layer. Cover edges of crust with aluminum foil.**Bake in preheated oven for 25 minutes. Remove foil from edges and bake an additional 25 minutes.**To Make Pecan Streusel Layer: While pie is in oven, combine flour and 2 tablespoons brown sugar in a small bowl. Mix well, then add softened butter or margarine and stir until ingredients are combined. Mix in pecans.**After pie has been in oven for 50 minutes, remove and sprinkle pecan streusel evenly over top. Bake for an additional 10 to 15 minutes, until a toothpick inserted in center comes out clean.**;15947
